,datetime,latitude,longitude,temperature
743176,2021-01-15 04:15:00,38.267,-77.449,0.0
751965,2021-01-15 04:15:00,38.01,-77.97,1.4
662737,2021-01-15 04:15:00,38.527,-77.859,-1.0
1046155,2021-01-15 04:15:00,38.398,-77.456,0.2
1130555,2021-01-15 04:15:00,38.586,-77.711,-1.5
963774,2021-01-15 04:35:00,38.01,-77.97,1.5
746933,2021-01-15 04:35:00,38.267,-77.449,-0.3
519838,2021-01-15 04:35:00,38.398,-77.456,-0.4
528903,2021-01-15 04:35:00,38.586,-77.711,-0.6
98598,2021-01-15 04:35:00,38.527,-77.859,-1.7
1083435,2021-01-15 04:52:00,38.935,-77.447,1.1
180011,2021-01-15 04:52:00,38.847,-77.035,3.3
1148727,2021-01-15 04:55:00,38.527,-77.859,-1.4
529523,2021-01-15 04:55:00,38.586,-77.711,-0.4
125066,2021-01-15 04:55:00,38.01,-77.97,1.9
742933,2021-01-15 04:55:00,38.267,-77.449,-0.5
519733,2021-01-15 04:55:00,38.398,-77.456,-0.1
944043,2021-01-15 04:56:00,38.721,-77.515,-1.1
1024672,2021-01-15 04:56:00,38.504,-77.305,1.1
513486,2021-01-15 04:56:00,38.717,-77.183,-0.4
1081676,2021-01-15 04:59:00,38.935,-77.447,
736165,2021-01-15 04:59:00,38.847,-77.035,
227410,2021-01-15 04:59:00,38.504,-77.305,
374303,2021-01-15 05:00:00,38.87,-77.02,3.5
1123685,2021-01-15 05:15:00,38.586,-77.711,-1.0
117109,2021-01-15 05:15:00,38.267,-77.449,-0.5
1121437,2021-01-15 05:15:00,38.398,-77.456,-0.9
1351950,2021-01-15 05:15:00,38.01,-77.97,2.3
100110,2021-01-15 05:15:00,38.527,-77.859,-2.3
521147,2021-01-15 05:35:00,38.398,-77.456,-0.8
714369,2021-01-15 05:35:00,38.267,-77.449,-0.8
838789,2021-01-15 05:35:00,38.527,-77.859,-1.2
1125769,2021-01-15 05:35:00,38.586,-77.711,-1.8
127162,2021-01-15 05:35:00,38.01,-77.97,-0.6
178481,2021-01-15 05:52:00,38.847,-77.035,3.3
202416,2021-01-15 05:52:00,38.935,-77.447,0.0
109090,2021-01-15 05:55:00,38.586,-77.711,-2.0
1148327,2021-01-15 05:55:00,38.527,-77.859,-2.0
120438,2021-01-15 05:55:00,38.267,-77.449,-0.8
599223,2021-01-15 05:55:00,38.398,-77.456,-0.8
518848,2021-01-15 05:55:00,38.01,-77.97,-1.4
510851,2021-01-15 05:56:00,38.717,-77.183,-0.5
1181809,2021-01-15 05:56:00,38.721,-77.515,-1.7
1204104,2021-01-15 05:56:00,38.504,-77.305,1.1
833846,2021-01-15 06:00:00,38.87,-77.02,2.9
484549,2021-01-15 06:00:00,38.85,-77.033,3.3
1181874,2021-01-15 06:00:00,38.95,-77.45,0.0
1126581,2021-01-15 06:15:00,38.398,-77.456,-0.8
118539,2021-01-15 06:15:00,38.267,-77.449,-1.0
1352800,2021-01-15 06:15:00,38.527,-77.859,-2.5
121917,2021-01-15 06:15:00,38.01,-77.97,-0.1
1128341,2021-01-15 06:15:00,38.586,-77.711,-2.0
715419,2021-01-15 06:35:00,38.267,-77.449,-1.1
1116721,2021-01-15 06:35:00,38.398,-77.456,-1.2
836741,2021-01-15 06:35:00,38.527,-77.859,-2.5
522942,2021-01-15 06:35:00,38.01,-77.97,-0.1
600665,2021-01-15 06:35:00,38.586,-77.711,-2.8
1227801,2021-01-15 06:52:00,38.847,-77.035,3.3
202795,2021-01-15 06:52:00,38.935,-77.447,0.0
119079,2021-01-15 06:55:00,38.267,-77.449,-1.3
626001,2021-01-15 06:55:00,38.527,-77.859,-1.8
1117740,2021-01-15 06:55:00,38.398,-77.456,-1.2
109439,2021-01-15 06:55:00,38.586,-77.711,-2.3
751476,2021-01-15 06:55:00,38.01,-77.97,-0.4
477259,2021-01-15 06:56:00,38.721,-77.515,-2.2
206120,2021-01-15 06:56:00,38.717,-77.183,-0.6
993068,2021-01-15 06:56:00,38.504,-77.305,0.6
373575,2021-01-15 07:00:00,38.87,-77.02,4.2
1353250,2021-01-15 07:15:00,38.01,-77.97,-0.4
119743,2021-01-15 07:15:00,38.267,-77.449,-1.4
1045524,2021-01-15 07:15:00,38.398,-77.456,-1.6
1124246,2021-01-15 07:15:00,38.586,-77.711,-2.9
835995,2021-01-15 07:15:00,38.527,-77.859,-2.5
1043491,2021-01-15 07:35:00,38.398,-77.456,-1.8
124312,2021-01-15 07:35:00,38.01,-77.97,0.4
108814,2021-01-15 07:35:00,38.586,-77.711,-2.7
98568,2021-01-15 07:35:00,38.527,-77.859,-3.1
957812,2021-01-15 07:35:00,38.267,-77.449,-1.5
1323001,2021-01-15 07:52:00,38.935,-77.447,-1.1
1081192,2021-01-15 07:52:00,38.847,-77.035,2.8
660346,2021-01-15 07:55:00,38.527,-77.859,-3.2
108277,2021-01-15 07:55:00,38.398,-77.456,-1.3
514364,2021-01-15 07:55:00,38.267,-77.449,-1.6
1350425,2021-01-15 07:55:00,38.01,-77.97,-1.0
108891,2021-01-15 07:55:00,38.586,-77.711,-2.4
208178,2021-01-15 07:56:00,38.717,-77.183,-1.2
1203393,2021-01-15 07:56:00,38.504,-77.305,0.0
1114769,2021-01-15 07:56:00,38.721,-77.515,-2.8
372222,2021-01-15 08:00:00,38.87,-77.02,4.5
126613,2021-01-15 08:15:00,38.01,-77.97,-1.6
100079,2021-01-15 08:15:00,38.527,-77.859,-3.7
1344248,2021-01-15 08:15:00,38.267,-77.449,-1.9
600109,2021-01-15 08:15:00,38.586,-77.711,-3.8
104934,2021-01-15 08:15:00,38.398,-77.456,-2.1
127210,2021-01-15 08:35:00,38.01,-77.97,-2.0
1357240,2021-01-15 08:35:00,38.527,-77.859,-4.2
530114,2021-01-15 08:35:00,38.586,-77.711,-4.2
718898,2021-01-15 08:35:00,38.267,-77.449,
524327,2021-01-15 08:35:00,38.398,-77.456,-1.9
1321292,2021-01-15 08:52:00,38.935,-77.447,-1.7
882295,2021-01-15 08:52:00,38.847,-77.035,2.8
99715,2021-01-15 08:55:00,38.527,-77.859,-3.5
600225,2021-01-15 08:55:00,38.586,-77.711,-4.2
1354119,2021-01-15 08:55:00,38.01,-77.97,-2.7
1044055,2021-01-15 08:55:00,38.398,-77.456,-2.0
745754,2021-01-15 08:55:00,38.267,-77.449,
476699,2021-01-15 08:56:00,38.721,-77.515,-3.9
1203613,2021-01-15 08:56:00,38.504,-77.305,-0.6
208427,2021-01-15 08:56:00,38.717,-77.183,-1.7
177057,2021-01-15 09:00:00,38.85,-77.033,2.8
833029,2021-01-15 09:00:00,38.87,-77.02,
516429,2021-01-15 09:15:00,38.267,-77.449,
126877,2021-01-15 09:15:00,38.01,-77.97,-1.4
837450,2021-01-15 09:15:00,38.527,-77.859,-3.3
528408,2021-01-15 09:15:00,38.586,-77.711,-4.2
1044892,2021-01-15 09:15:00,38.398,-77.456,-2.0
602679,2021-01-15 09:35:00,38.586,-77.711,-4.4
743299,2021-01-15 09:35:00,38.267,-77.449,
124954,2021-01-15 09:35:00,38.01,-77.97,-1.0
523732,2021-01-15 09:35:00,38.398,-77.456,-2.4
624739,2021-01-15 09:35:00,38.527,-77.859,-3.4
880803,2021-01-15 09:52:00,38.847,-77.035,1.7
1181169,2021-01-15 09:52:00,38.935,-77.447,-2.2
1120489,2021-01-15 09:55:00,38.398,-77.456,-2.9
119240,2021-01-15 09:55:00,38.267,-77.449,
98058,2021-01-15 09:55:00,38.527,-77.859,-3.6
1048381,2021-01-15 09:55:00,38.586,-77.711,-3.9
520301,2021-01-15 09:55:00,38.01,-77.97,-1.9
1115346,2021-01-15 09:56:00,38.721,-77.515,-3.3
1025030,2021-01-15 09:56:00,38.504,-77.305,1.1
208203,2021-01-15 09:56:00,38.717,-77.183,-1.9
373259,2021-01-15 10:00:00,38.87,-77.02,3.8
108716,2021-01-15 10:15:00,38.586,-77.711,-4.1
1146468,2021-01-15 10:15:00,38.527,-77.859,-4.1
123950,2021-01-15 10:15:00,38.01,-77.97,-3.4
1120754,2021-01-15 10:15:00,38.398,-77.456,-2.3
117199,2021-01-15 10:15:00,38.267,-77.449,
1047673,2021-01-15 10:35:00,38.586,-77.711,-4.0
960613,2021-01-15 10:35:00,38.267,-77.449,
661512,2021-01-15 10:35:00,38.527,-77.859,-3.7
1122780,2021-01-15 10:35:00,38.398,-77.456,-2.6
124183,2021-01-15 10:35:00,38.01,-77.97,-2.5
767846,2021-01-15 10:52:00,38.847,-77.035,1.7
1181223,2021-01-15 10:52:00,38.935,-77.447,-1.7
722548,2021-01-15 10:55:00,38.01,-77.97,-3.5
110237,2021-01-15 10:55:00,38.586,-77.711,-3.9
1344793,2021-01-15 10:55:00,38.267,-77.449,
1119509,2021-01-15 10:55:00,38.398,-77.456,-2.7
840371,2021-01-15 10:55:00,38.527,-77.859,-3.5
1259228,2021-01-15 10:56:00,38.721,-77.515,-3.9
799552,2021-01-15 10:56:00,38.717,-77.183,-2.0
1104886,2021-01-15 10:56:00,38.504,-77.305,-0.6
724055,2021-01-15 11:00:00,38.87,-77.02,3.1
123946,2021-01-15 11:15:00,38.01,-77.97,-3.6
1119299,2021-01-15 11:15:00,38.398,-77.456,-2.4
115711,2021-01-15 11:15:00,38.267,-77.449,
1132595,2021-01-15 11:15:00,38.586,-77.711,-3.5
839672,2021-01-15 11:15:00,38.527,-77.859,-4.1
113501,2021-01-15 11:35:00,38.586,-77.711,-3.5
625810,2021-01-15 11:35:00,38.527,-77.859,-4.0
120600,2021-01-15 11:35:00,38.267,-77.449,
108529,2021-01-15 11:35:00,38.398,-77.456,-2.1
1081629,2021-01-15 11:52:00,38.935,-77.447,-1.7
738423,2021-01-15 11:52:00,38.847,-77.035,1.7
840053,2021-01-15 11:55:00,38.527,-77.859,-3.4
1126734,2021-01-15 11:55:00,38.586,-77.711,-3.1
964549,2021-01-15 11:55:00,38.01,-77.97,-3.4
1343776,2021-01-15 11:55:00,38.267,-77.449,
1120624,2021-01-15 11:55:00,38.398,-77.456,-3.0
1023426,2021-01-15 11:56:00,38.504,-77.305,-0.6
798315,2021-01-15 11:56:00,38.717,-77.183,-1.4
277214,2021-01-15 11:56:00,38.721,-77.515,-3.3
373027,2021-01-15 12:00:00,38.87,-77.02,2.9
512826,2021-01-15 12:00:00,38.95,-77.45,-1.7
879954,2021-01-15 12:00:00,38.85,-77.033,1.7
718160,2021-01-15 12:15:00,38.267,-77.449,
1120629,2021-01-15 12:15:00,38.398,-77.456,-2.2
109644,2021-01-15 12:15:00,38.586,-77.711,-3.0
840148,2021-01-15 12:15:00,38.527,-77.859,-3.4
122298,2021-01-15 12:15:00,38.01,-77.97,-3.7
1122870,2021-01-15 12:35:00,38.398,-77.456,-2.4
99606,2021-01-15 12:35:00,38.527,-77.859,-3.5
1124915,2021-01-15 12:35:00,38.586,-77.711,-3.4
717269,2021-01-15 12:35:00,38.267,-77.449,
122522,2021-01-15 12:35:00,38.01,-77.97,-3.8
882449,2021-01-15 12:52:00,38.847,-77.035,2.2
1181339,2021-01-15 12:52:00,38.935,-77.447,2.2
724998,2021-01-15 12:55:00,38.01,-77.97,-3.8
1046813,2021-01-15 12:55:00,38.398,-77.456,-2.6
601340,2021-01-15 12:55:00,38.586,-77.711,-3.5
1344828,2021-01-15 12:55:00,38.267,-77.449,
625298,2021-01-15 12:55:00,38.527,-77.859,-3.8
679641,2021-01-15 12:56:00,38.504,-77.305,0.0
209207,2021-01-15 12:56:00,38.717,-77.183,-0.1
1260969,2021-01-15 12:56:00,38.721,-77.515,-2.8
373677,2021-01-15 13:00:00,38.87,-77.02,2.9
521430,2021-01-15 13:15:00,38.398,-77.456,-2.0
523310,2021-01-15 13:15:00,38.01,-77.97,-2.2
118745,2021-01-15 13:15:00,38.267,-77.449,
98605,2021-01-15 13:15:00,38.527,-77.859,-2.1
1051654,2021-01-15 13:15:00,38.586,-77.711,-2.2
109891,2021-01-15 13:35:00,38.586,-77.711,-0.1
121839,2021-01-15 13:35:00,38.01,-77.97,0.0
106652,2021-01-15 13:35:00,38.398,-77.456,-1.0
119793,2021-01-15 13:35:00,38.267,-77.449,
625646,2021-01-15 13:35:00,38.527,-77.859,-0.6
770271,2021-01-15 13:52:00,38.847,-77.035,3.9
1179069,2021-01-15 13:52:00,38.935,-77.447,3.9
1346350,2021-01-15 13:55:00,38.267,-77.449,0.4
1044349,2021-01-15 13:55:00,38.398,-77.456,0.7
1145587,2021-01-15 13:55:00,38.527,-77.859,0.5
123313,2021-01-15 13:55:00,38.01,-77.97,1.4
1047676,2021-01-15 13:55:00,38.586,-77.711,1.0
1103950,2021-01-15 13:56:00,38.504,-77.305,1.7
1113709,2021-01-15 13:56:00,38.721,-77.515,2.2
510973,2021-01-15 13:56:00,38.717,-77.183,2.0
724602,2021-01-15 14:00:00,38.87,-77.02,4.0
514569,2021-01-15 14:15:00,38.267,-77.449,1.2
123939,2021-01-15 14:15:00,38.01,-77.97,2.1
108382,2021-01-15 14:15:00,38.586,-77.711,2.3
1149454,2021-01-15 14:15:00,38.527,-77.859,1.9
104005,2021-01-15 14:15:00,38.398,-77.456,2.2
1052607,2021-01-15 14:35:00,38.586,-77.711,3.7
116999,2021-01-15 14:35:00,38.267,-77.449,2.1
1119761,2021-01-15 14:35:00,38.398,-77.456,4.0
100007,2021-01-15 14:35:00,38.527,-77.859,2.6
962750,2021-01-15 14:35:00,38.01,-77.97,3.2
516291,2021-01-15 14:52:00,38.935,-77.447,6.1
179679,2021-01-15 14:52:00,38.847,-77.035,6.1
943687,2021-01-15 14:53:00,38.721,-77.515,4.0
112727,2021-01-15 14:55:00,38.586,-77.711,4.7
597172,2021-01-15 14:55:00,38.398,-77.456,5.5
123197,2021-01-15 14:55:00,38.01,-77.97,4.6
102003,2021-01-15 14:55:00,38.527,-77.859,4.1
121228,2021-01-15 14:55:00,38.267,-77.449,3.7
944099,2021-01-15 14:56:00,38.721,-77.515,4.4
1114339,2021-01-15 14:56:00,38.717,-77.183,5.7
1205430,2021-01-15 14:56:00,38.504,-77.305,5.0
739216,2021-01-15 15:00:00,38.85,-77.033,6.1
374086,2021-01-15 15:00:00,38.87,-77.02,6.4
522906,2021-01-15 15:15:00,38.398,-77.456,6.7
1150099,2021-01-15 15:15:00,38.527,-77.859,5.2
1128422,2021-01-15 15:15:00,38.586,-77.711,5.8
123092,2021-01-15 15:15:00,38.01,-77.97,5.6
961059,2021-01-15 15:15:00,38.267,-77.449,5.3
797044,2021-01-15 15:22:00,38.717,-77.183,7.0
1180473,2021-01-15 15:26:00,38.721,-77.515,7.0
962186,2021-01-15 15:35:00,38.01,-77.97,7.0
120383,2021-01-15 15:35:00,38.267,-77.449,6.6
1122040,2021-01-15 15:35:00,38.586,-77.711,6.5
737056,2021-01-15 15:35:00,38.527,-77.859,5.3
1119612,2021-01-15 15:35:00,38.398,-77.456,7.9
1045128,2021-01-15 15:38:00,38.935,-77.447,6.7
484598,2021-01-15 15:52:00,38.847,-77.035,8.3
1045205,2021-01-15 15:52:00,38.935,-77.447,7.2
719931,2021-01-15 15:55:00,38.01,-77.97,7.8
1133235,2021-01-15 15:55:00,38.586,-77.711,8.2
622962,2021-01-15 15:55:00,38.527,-77.859,6.8
714981,2021-01-15 15:55:00,38.267,-77.449,7.6
1119908,2021-01-15 15:55:00,38.398,-77.456,8.6
797721,2021-01-15 15:56:00,38.717,-77.183,8.8
226427,2021-01-15 15:56:00,38.504,-77.305,7.8
1113959,2021-01-15 15:56:00,38.721,-77.515,7.2
371710,2021-01-15 16:00:00,38.87,-77.02,8.1
735563,2021-01-15 16:15:00,38.527,-77.859,7.6
1049960,2021-01-15 16:15:00,38.586,-77.711,9.3
126452,2021-01-15 16:15:00,38.01,-77.97,8.0
958256,2021-01-15 16:15:00,38.267,-77.449,9.0
522503,2021-01-15 16:15:00,38.398,-77.456,9.6
1322346,2021-01-15 16:18:00,38.935,-77.447,7.8
1129261,2021-01-15 16:35:00,38.586,-77.711,9.6
107196,2021-01-15 16:35:00,38.398,-77.456,10.2
714913,2021-01-15 16:35:00,38.267,-77.449,10.0
966872,2021-01-15 16:35:00,38.01,-77.97,9.4
733351,2021-01-15 16:35:00,38.527,-77.859,7.9
1323247,2021-01-15 16:52:00,38.935,-77.447,8.9
176948,2021-01-15 16:52:00,38.847,-77.035,10.0
123466,2021-01-15 16:55:00,38.01,-77.97,10.6
733100,2021-01-15 16:55:00,38.527,-77.859,8.3
113584,2021-01-15 16:55:00,38.586,-77.711,10.2
598816,2021-01-15 16:55:00,38.398,-77.456,11.5
117485,2021-01-15 16:55:00,38.267,-77.449,10.2
1024956,2021-01-15 16:56:00,38.504,-77.305,7.8
910299,2021-01-15 16:56:00,38.717,-77.183,10.7
474794,2021-01-15 16:56:00,38.721,-77.515,9.4
1354794,2021-01-15 17:00:00,38.87,-77.02,9.7
108685,2021-01-15 17:15:00,38.586,-77.711,11.2
126543,2021-01-15 17:15:00,38.01,-77.97,10.8
661463,2021-01-15 17:15:00,38.527,-77.859,10.0
743627,2021-01-15 17:15:00,38.267,-77.449,11.2
1120290,2021-01-15 17:15:00,38.398,-77.456,12.0
529537,2021-01-15 17:35:00,38.586,-77.711,11.2
1043087,2021-01-15 17:35:00,38.398,-77.456,12.3
121493,2021-01-15 17:35:00,38.267,-77.449,12.5
626120,2021-01-15 17:35:00,38.527,-77.859,9.7
1082635,2021-01-15 17:52:00,38.847,-77.035,11.1
203048,2021-01-15 17:52:00,38.935,-77.447,11.1
837263,2021-01-15 17:55:00,38.527,-77.859,9.5
527207,2021-01-15 17:55:00,38.586,-77.711,10.7
1347480,2021-01-15 17:55:00,38.267,-77.449,12.5
599638,2021-01-15 17:55:00,38.398,-77.456,12.8
1351076,2021-01-15 17:55:00,38.01,-77.97,10.4
661574,2021-01-15 17:56:00,38.721,-77.515,10.6
207781,2021-01-15 17:56:00,38.717,-77.183,11.9
1104991,2021-01-15 17:56:00,38.504,-77.305,10.0
372350,2021-01-15 18:00:00,38.87,-77.02,10.8
879730,2021-01-15 18:00:00,38.85,-77.033,11.1
516078,2021-01-15 18:00:00,38.95,-77.45,11.1
1128401,2021-01-15 18:15:00,38.586,-77.711,10.6
1352423,2021-01-15 18:15:00,38.01,-77.97,10.2
718877,2021-01-15 18:15:00,38.267,-77.449,12.4
840632,2021-01-15 18:15:00,38.527,-77.859,9.6
1120690,2021-01-15 18:15:00,38.398,-77.456,12.1
522969,2021-01-15 18:35:00,38.398,-77.456,11.6
750268,2021-01-15 18:35:00,38.01,-77.97,11.0
1147480,2021-01-15 18:35:00,38.527,-77.859,10.3
1345094,2021-01-15 18:35:00,38.267,-77.449,12.2
525831,2021-01-15 18:35:00,38.586,-77.711,10.8
767888,2021-01-15 18:52:00,38.847,-77.035,10.6
1082288,2021-01-15 18:52:00,38.935,-77.447,10.0
745362,2021-01-15 18:55:00,38.267,-77.449,11.9
1149403,2021-01-15 18:55:00,38.527,-77.859,10.5
597556,2021-01-15 18:55:00,38.398,-77.456,12.0
113510,2021-01-15 18:55:00,38.586,-77.711,11.3
752340,2021-01-15 18:55:00,38.01,-77.97,10.4
1023164,2021-01-15 18:56:00,38.504,-77.305,10.0
206807,2021-01-15 18:56:00,38.717,-77.183,11.0
477344,2021-01-15 18:56:00,38.721,-77.515,10.0
374094,2021-01-15 19:00:00,38.87,-77.02,11.1
1123860,2021-01-15 19:15:00,38.586,-77.711,11.5
1350007,2021-01-15 19:15:00,38.01,-77.97,10.1
102939,2021-01-15 19:15:00,38.527,-77.859,10.5
107264,2021-01-15 19:15:00,38.398,-77.456,12.0
120985,2021-01-15 19:15:00,38.267,-77.449,12.0
1357508,2021-01-15 19:35:00,38.527,-77.859,10.5
108766,2021-01-15 19:35:00,38.586,-77.711,11.3
1352640,2021-01-15 19:35:00,38.01,-77.97,10.1
1121009,2021-01-15 19:35:00,38.398,-77.456,11.5
516996,2021-01-15 19:35:00,38.267,-77.449,11.8
1225191,2021-01-15 19:52:00,38.847,-77.035,10.6
204799,2021-01-15 19:52:00,38.935,-77.447,10.0
107445,2021-01-15 19:55:00,38.398,-77.456,11.5
100388,2021-01-15 19:55:00,38.527,-77.859,10.9
748258,2021-01-15 19:55:00,38.01,-77.97,10.1
116745,2021-01-15 19:55:00,38.267,-77.449,12.0
600762,2021-01-15 19:55:00,38.586,-77.711,11.1
911826,2021-01-15 19:56:00,38.717,-77.183,10.8
225255,2021-01-15 19:56:00,38.504,-77.305,9.4
275721,2021-01-15 19:56:00,38.721,-77.515,10.0
833316,2021-01-15 20:00:00,38.87,-77.02,11.3
1322204,2021-01-15 20:03:00,38.935,-77.447,10.0
963432,2021-01-15 20:15:00,38.01,-77.97,10.1
120158,2021-01-15 20:15:00,38.267,-77.449,11.7
112210,2021-01-15 20:15:00,38.586,-77.711,11.0
1047021,2021-01-15 20:15:00,38.398,-77.456,11.5
626909,2021-01-15 20:15:00,38.527,-77.859,11.0
714233,2021-01-15 20:35:00,38.267,-77.449,11.5
748233,2021-01-15 20:35:00,38.01,-77.97,10.0
599135,2021-01-15 20:35:00,38.398,-77.456,11.5
839079,2021-01-15 20:35:00,38.527,-77.859,11.0
111328,2021-01-15 20:35:00,38.586,-77.711,11.0
1082428,2021-01-15 20:52:00,38.847,-77.035,10.0
1043550,2021-01-15 20:52:00,38.935,-77.447,10.0
120330,2021-01-15 20:55:00,38.267,-77.449,11.5
1123014,2021-01-15 20:55:00,38.586,-77.711,10.7
124350,2021-01-15 20:55:00,38.01,-77.97,9.9
99073,2021-01-15 20:55:00,38.527,-77.859,10.5
598140,2021-01-15 20:55:00,38.398,-77.456,11.5
1103359,2021-01-15 20:56:00,38.504,-77.305,10.0
943912,2021-01-15 20:56:00,38.721,-77.515,10.0
764972,2021-01-15 20:56:00,38.717,-77.183,10.8
723567,2021-01-15 21:00:00,38.87,-77.02,10.9
176863,2021-01-15 21:00:00,38.85,-77.033,10.0
1128550,2021-01-15 21:15:00,38.586,-77.711,10.5
624354,2021-01-15 21:15:00,38.527,-77.859,10.5
119843,2021-01-15 21:15:00,38.267,-77.449,11.4
962518,2021-01-15 21:15:00,38.01,-77.97,9.3
1122489,2021-01-15 21:15:00,38.398,-77.456,11.5
106982,2021-01-15 21:35:00,38.398,-77.456,11.2
124815,2021-01-15 21:35:00,38.01,-77.97,8.2
99491,2021-01-15 21:35:00,38.527,-77.859,10.4
1122933,2021-01-15 21:35:00,38.586,-77.711,10.5
743314,2021-01-15 21:35:00,38.267,-77.449,11.1
203448,2021-01-15 21:52:00,38.935,-77.447,10.0
179839,2021-01-15 21:52:00,38.847,-77.035,9.4
521757,2021-01-15 21:55:00,38.398,-77.456,9.5
111872,2021-01-15 21:55:00,38.586,-77.711,9.9
120346,2021-01-15 21:55:00,38.267,-77.449,10.1
624467,2021-01-15 21:55:00,38.527,-77.859,9.2
1115013,2021-01-15 21:56:00,38.721,-77.515,9.4
1105029,2021-01-15 21:56:00,38.504,-77.305,9.4
209579,2021-01-15 21:56:00,38.717,-77.183,9.9
1074195,2021-01-15 22:00:00,38.87,-77.02,9.9
123346,2021-01-15 22:15:00,38.01,-77.97,6.3
518163,2021-01-15 22:15:00,38.267,-77.449,9.5
111631,2021-01-15 22:15:00,38.586,-77.711,8.1
1149189,2021-01-15 22:15:00,38.527,-77.859,7.9
598807,2021-01-15 22:15:00,38.398,-77.456,9.5
207226,2021-01-15 22:34:00,38.717,-77.183,10.0
623149,2021-01-15 22:35:00,38.527,-77.859,7.9
125105,2021-01-15 22:35:00,38.01,-77.97,6.2
743305,2021-01-15 22:35:00,38.267,-77.449,8.6
107032,2021-01-15 22:35:00,38.398,-77.456,8.6
1051569,2021-01-15 22:35:00,38.586,-77.711,7.9
768016,2021-01-15 22:44:00,38.717,-77.183,9.0
179803,2021-01-15 22:52:00,38.847,-77.035,9.4
1181499,2021-01-15 22:52:00,38.935,-77.447,8.3
748883,2021-01-15 22:55:00,38.01,-77.97,6.0
600292,2021-01-15 22:55:00,38.586,-77.711,7.8
1149698,2021-01-15 22:55:00,38.527,-77.859,7.1
1348169,2021-01-15 22:55:00,38.267,-77.449,8.0
1118799,2021-01-15 22:55:00,38.398,-77.456,7.8
994566,2021-01-15 22:56:00,38.504,-77.305,7.8
209354,2021-01-15 22:56:00,38.717,-77.183,8.7
1114654,2021-01-15 22:56:00,38.721,-77.515,7.2
1075000,2021-01-15 23:00:00,38.87,-77.02,9.7
1124912,2021-01-15 23:15:00,38.586,-77.711,7.1
1145642,2021-01-15 23:15:00,38.527,-77.859,6.5
753248,2021-01-15 23:15:00,38.01,-77.97,6.2
1045812,2021-01-15 23:15:00,38.398,-77.456,7.2
744095,2021-01-15 23:15:00,38.267,-77.449,
765426,2021-01-15 23:26:00,38.717,-77.183,8.0
1043725,2021-01-15 23:35:00,38.398,-77.456,7.5
962262,2021-01-15 23:35:00,38.01,-77.97,6.0
98518,2021-01-15 23:35:00,38.527,-77.859,6.5
121092,2021-01-15 23:35:00,38.267,-77.449,
528548,2021-01-15 23:35:00,38.586,-77.711,6.6
206688,2021-01-15 23:51:00,38.717,-77.183,7.0
204256,2021-01-15 23:52:00,38.935,-77.447,7.8
883373,2021-01-15 23:52:00,38.847,-77.035,8.3
752661,2021-01-15 23:55:00,38.01,-77.97,6.0
520076,2021-01-15 23:55:00,38.398,-77.456,7.4
119801,2021-01-15 23:55:00,38.267,-77.449,
111022,2021-01-15 23:55:00,38.586,-77.711,6.5
626482,2021-01-15 23:55:00,38.527,-77.859,6.3
660128,2021-01-15 23:56:00,38.721,-77.515,6.7
911470,2021-01-15 23:56:00,38.717,-77.183,7.3
227571,2021-01-15 23:56:00,38.504,-77.305,7.8
1281522,2021-01-16 00:00:00,38.87,-77.02,8.6
202783,2021-01-16 00:00:00,38.95,-77.45,7.8
177831,2021-01-16 00:00:00,38.85,-77.033,8.3
512290,2021-01-16 00:01:00,38.717,-77.183,7.0
909834,2021-01-16 00:13:00,38.717,-77.183,8.0
1347960,2021-01-16 00:15:00,38.267,-77.449,7.2
99644,2021-01-16 00:15:00,38.527,-77.859,6.6
1118223,2021-01-16 00:15:00,38.398,-77.456,7.2
519334,2021-01-16 00:15:00,38.01,-77.97,5.9
1132153,2021-01-16 00:15:00,38.586,-77.711,6.6
664007,2021-01-16 00:35:00,38.527,-77.859,6.7
602741,2021-01-16 00:35:00,38.586,-77.711,6.6
1043482,2021-01-16 00:35:00,38.398,-77.456,7.0
965578,2021-01-16 00:35:00,38.01,-77.97,5.9
117746,2021-01-16 00:35:00,38.267,-77.449,
1044179,2021-01-16 00:52:00,38.935,-77.447,7.2
180288,2021-01-16 00:52:00,38.847,-77.035,8.3
103211,2021-01-16 00:55:00,38.527,-77.859,6.3
1131967,2021-01-16 00:55:00,38.586,-77.711,6.4
1122476,2021-01-16 00:55:00,38.398,-77.456,7.1
715205,2021-01-16 00:55:00,38.267,-77.449,
522648,2021-01-16 00:55:00,38.01,-77.97,5.6
993950,2021-01-16 00:56:00,38.504,-77.305,7.8
1111638,2021-01-16 00:56:00,38.717,-77.183,7.6
476313,2021-01-16 00:56:00,38.721,-77.515,6.7
832539,2021-01-16 01:00:00,38.87,-77.02,8.3
474823,2021-01-16 01:06:00,38.721,-77.515,7.0
119138,2021-01-16 01:15:00,38.267,-77.449,
522305,2021-01-16 01:15:00,38.01,-77.97,5.1
838352,2021-01-16 01:15:00,38.527,-77.859,6.1
604141,2021-01-16 01:15:00,38.586,-77.711,6.1
521460,2021-01-16 01:15:00,38.398,-77.456,7.0
945814,2021-01-16 01:20:00,38.721,-77.515,7.0
680565,2021-01-16 01:21:00,38.504,-77.305,8.3
204477,2021-01-16 01:31:00,38.935,-77.447,6.7
1111286,2021-01-16 01:31:00,38.717,-77.183,7.0
